Ticker,Start Date,End Date,Days Missing
COWS,2025-12-08,2025-12-08,1
CPAG,2025-10-17,2025-10-17,1
CPAG,2025-10-23,2025-10-23,1
CPAG,2025-10-27,2025-10-31,5
CPAG,2025-12-02,2025-12-02,1
CPAG,2025-12-17,2025-12-17,1
CPAG,2025-12-24,2025-12-24,1
CPBI,2025-10-24,2025-10-29,6
CPBI,2025-11-12,2025-11-14,3
CPHC,2025-10-16,2025-10-16,1
CPHC,2025-10-23,2025-10-24,2
CPHC,2025-11-04,2025-11-05,2
CPHC,2025-11-28,2025-11-28,1
CPHC,2025-12-02,2025-12-02,1
CPHC,2025-12-24,2025-12-26,3
CPHC,2026-01-05,2026-01-08,4
CPHY,2025-10-24,2025-10-24,1
CPHY,2025-11-04,2025-11-18,15
CPHY,2025-11-24,2025-11-28,5
CPHY,2025-12-03,2025-12-12,10
CPHY,2025-12-16,2025-12-19,4
CPHY,2025-12-24,2025-12-24,1
CPHY,2025-12-29,2025-12-29,1
CPHY,2026-01-06,2026-01-07,2
CRAC,2025-12-30,2025-12-30,1
CRACR,2025-12-15,2025-12-16,2
CRACR,2025-12-22,2025-12-26,5
CRACR,2025-12-31,2026-01-05,6
CRAQ,2025-10-27,2025-10-27,1
CRAQ,2025-11-04,2025-11-07,4
CRAQ,2025-11-11,2025-11-11,1
CRAQ,2025-11-20,2025-11-28,9
CRAQ,2025-12-02,2025-12-05,4
CRAQ,2025-12-10,2025-12-11,2
CRAQ,2025-12-15,2025-12-15,1
CRAQ,2025-12-19,2026-01-07,20
CRAQR,2025-10-16,2025-10-17,2
CRAQR,2025-10-28,2025-10-31,4
CRAQR,2025-11-06,2025-11-06,1
CRAQR,2025-11-10,2025-11-10,1
CRAQR,2025-11-14,2025-11-14,1
CRAQR,2025-11-18,2025-11-24,7
CRAQR,2025-11-28,2025-11-28,1
CRAQR,2025-12-03,2025-12-05,3
CRAQR,2025-12-15,2025-12-19,5
CRAQR,2025-12-23,2025-12-30,8
CRAQR,2026-01-07,2026-01-07,1
CRAQU,2025-10-17,2025-10-23,7
CRAQU,2025-10-27,2025-10-30,4
CRAQU,2025-11-03,2025-11-14,12
CRAQU,2025-11-18,2026-01-02,46
CRAQU,2026-01-06,2026-01-07,2
CRESW,2025-10-30,2026-01-07,70
CREVW,2025-10-27,2026-01-08,74
CRGOW,2025-10-28,2025-10-28,1
CRMLW,2025-10-30,2026-01-08,71
CSCS,2025-10-30,2025-11-11,13
CSCS,2025-11-26,2025-12-01,6
CSCS,2025-12-08,2025-12-08,1
CSCS,2025-12-26,2025-12-26,1
CUB,2025-10-20,2025-10-24,5
CUB,2025-11-03,2025-11-06,4
CUB,2025-11-11,2025-11-24,14
CUB,2025-11-28,2025-11-28,1
CUB,2025-12-02,2025-12-04,3
CUB,2025-12-08,2025-12-10,3
CUB,2025-12-24,2025-12-30,7
CUB,2026-01-06,2026-01-08,3
CUBWU,2025-11-06,2025-12-26,51
CUBWU,2025-12-31,2025-12-31,1
CUBWU,2026-01-05,2026-01-05,1
CXAIW,2025-10-30,2026-01-08,71
CYCUW,2025-10-30,2026-01-08,71
CZAR,2025-10-20,2025-10-22,3
CZAR,2025-10-27,2025-10-30,4
CZAR,2025-11-05,2025-11-20,16
CZAR,2025-11-24,2025-12-12,19
CZAR,2025-12-16,2025-12-19,4
CZAR,2025-12-24,2025-12-26,3
CZAR,2025-12-31,2026-01-08,9
DAAQ,2025-12-12,2025-12-12,1
DAAQ,2025-12-26,2025-12-26,1
DAAQU,2025-10-17,2025-10-17,1
DAAQU,2025-10-28,2025-10-29,2
DAAQU,2025-11-04,2025-11-14,11
DAAQU,2025-11-18,2025-12-12,25
DAAQU,2025-12-17,2025-12-24,8
DAAQU,2025-12-29,2026-01-05,8
DAAQW,2025-10-21,2025-11-07,18
DAAQW,2025-11-11,2025-11-12,2
DAAQW,2025-11-17,2025-11-18,2
DAAQW,2025-11-24,2025-11-24,1
DAAQW,2025-11-28,2025-12-04,7
DAAQW,2025-12-11,2025-12-19,9
DAAQW,2025-12-24,2026-01-08,16
DADS,2025-10-23,2025-10-23,1
DADS,2025-11-13,2025-11-13,1
DADS,2025-11-20,2025-11-20,1
DADS,2025-11-25,2025-11-25,1
DADS,2025-12-04,2025-12-04,1
DADS,2025-12-11,2025-12-11,1
DAICW,2025-10-30,2025-12-17,49
DAICW,2025-12-22,2026-01-08,18
DAK,2025-10-17,2025-10-17,1
DAK,2025-10-21,2025-10-29,9
DAK,2025-11-03,2025-11-06,4
DAK,2025-11-12,2025-12-11,30
DAK,2025-12-16,2025-12-24,9
DAK,2025-12-29,2025-12-31,3
DAK,2026-01-05,2026-01-08,4
DALI,2025-12-24,2025-12-24,1
DAVEW,2025-10-30,2026-01-08,71
DBSC,2025-12-31,2025-12-31,1
DCOMG,2025-10-20,2025-10-20,1
DCOMG,2025-10-27,2025-10-27,1
DCOMG,2025-10-31,2025-10-31,1
DCOMG,2025-11-04,2025-11-04,1
DCOMG,2025-11-26,2025-11-26,1
DCOMG,2026-01-06,2026-01-06,1
DECO,2025-11-10,2025-11-10,1
DECO,2025-11-21,2025-11-21,1
DECO,2025-11-25,2025-11-28,4
DECO,2025-12-04,2025-12-12,9
DECO,2025-12-23,2025-12-26,4
DECO,2026-01-05,2026-01-07,3
DFLIW,2025-10-30,2026-01-08,71
DFSCW,2025-10-17,2025-10-24,8
DFSCW,2025-10-28,2025-10-28,1
DFSCW,2025-11-06,2025-11-07,2
DFSCW,2025-11-11,2025-11-13,3
DFSCW,2025-11-17,2025-12-04,18
DFSCW,2025-12-11,2025-12-29,19
DGICB,2025-10-16,2025-10-24,9
DGICB,2025-10-28,2025-10-30,3
DGICB,2025-11-03,2025-11-07,5
DGICB,2025-11-11,2025-11-24,14
DGICB,2025-12-02,2025-12-08,7
DGICB,2025-12-16,2025-12-17,2
DGICB,2025-12-24,2025-12-26,3
DGICB,2026-01-06,2026-01-06,1
DGLO,2025-10-20,2025-10-29,10
DGLO,2025-11-04,2025-11-11,8
DGLO,2025-11-18,2025-11-21,4
DGLO,2025-11-25,2025-12-04,10
DGLO,2025-12-08,2025-12-19,12
DGLO,2025-12-23,2025-12-24,2
DGLO,2025-12-30,2026-01-06,8
DIME,2025-12-24,2025-12-24,1
DIVD,2025-10-17,2025-10-17,1
DIVD,2025-10-28,2025-10-28,1
DIVD,2025-11-14,2025-11-14,1
DIVD,2025-11-19,2025-11-20,2
DIVD,2025-11-28,2025-11-28,1
DIVD,2025-12-11,2025-12-11,1
DIVD,2025-12-17,2025-12-17,1
DIVD,2025-12-23,2025-12-30,8
DIVD,2026-01-05,2026-01-05,1
DJTWW,2025-10-30,2026-01-08,71
DMAA,2025-10-24,2025-10-24,1
DMAA,2025-10-29,2025-10-29,1
DMAA,2025-11-03,2025-11-03,1
DMAA,2025-11-07,2025-11-07,1
DMAA,2025-12-11,2025-12-11,1
DMAA,2025-12-16,2025-12-18,3
DMAA,2025-12-26,2025-12-31,6
DMAA,2026-01-07,2026-01-07,1
DMAAR,2025-10-24,2025-10-24,1
DMAAR,2025-11-06,2025-11-06,1
DMAAR,2025-11-12,2025-11-13,2
DMAAR,2025-11-19,2025-11-19,1
DMAAR,2025-11-25,2025-11-28,4
DMAAR,2025-12-02,2025-12-02,1
DMAAR,2025-12-11,2025-12-11,1
DMAAR,2025-12-17,2025-12-18,2
DMAAR,2025-12-24,2025-12-24,1
DMAAR,2025-12-29,2025-12-29,1
DMAAR,2026-01-02,2026-01-02,1
DMAAU,2025-10-29,2025-10-30,2
DMAAU,2025-11-04,2025-11-07,4
DMAAU,2025-11-11,2025-11-28,18
DMAAU,2025-12-03,2025-12-05,3
DMAAU,2025-12-11,2025-12-19,9
DMAAU,2025-12-24,2025-12-24,1
DMAAU,2025-12-29,2026-01-02,5
DMAAU,2026-01-06,2026-01-07,2
DMII,2025-12-18,2025-12-18,1
DMII,2025-12-24,2025-12-24,1
DMIIR,2025-12-10,2025-12-10,1
DMIIR,2025-12-19,2025-12-19,1
DMIIR,2025-12-23,2025-12-24,2
DMIIU,2026-01-06,2026-01-06,1
DNMX,2025-11-21,2025-11-21,1
DNMX,2025-11-28,2025-11-28,1
DNMX,2025-12-05,2025-12-05,1
DNMX,2025-12-11,2025-12-12,2
DNMX,2025-12-26,2025-12-26,1
DNMX,2025-12-30,2026-01-02,4
DNMX,2026-01-08,2026-01-08,1
DNMXW,2025-12-29,2025-12-31,3
DRDB,2025-10-17,2025-10-17,1
DRDB,2025-11-06,2025-11-06,1
DRDB,2025-11-19,2025-11-19,1
DRDB,2025-11-24,2025-11-24,1
DRDB,2025-12-08,2025-12-08,1
DRDB,2025-12-16,2025-12-16,1
DRDB,2025-12-22,2025-12-26,5
DRDB,2026-01-06,2026-01-07,2
DRDBU,2025-11-17,2025-11-21,5
DRDBU,2025-11-25,2025-12-05,11
DRDBU,2025-12-11,2026-01-06,27
DRDBW,2025-10-17,2025-10-23,7
DRMAW,2025-10-21,2026-01-08,80
DRTSW,2025-10-24,2025-10-24,1
DRTSW,2025-10-30,2026-01-08,71
DSACU,2025-12-29,2025-12-29,1
DSYWW,2025-10-30,2026-01-07,70
DTSQ,2025-10-22,2025-10-22,1
DTSQ,2025-11-06,2025-11-06,1
DTSQ,2025-11-12,2025-11-14,3
DTSQ,2025-11-19,2025-11-19,1
DTSQ,2025-12-01,2025-12-01,1
DTSQR,2025-10-16,2025-10-28,13
DTSQR,2025-11-04,2025-11-04,1
DTSQR,2025-11-11,2025-11-11,1
DTSQR,2025-11-17,2025-11-21,5
DTSQR,2025-11-28,2025-11-28,1
DTSQR,2025-12-02,2025-12-05,4
DTSQR,2025-12-24,2026-01-06,14
DTSQU,2025-12-04,2025-12-04,1
DTSQU,2025-12-08,2025-12-30,23
DTSTW,2025-10-27,2026-01-08,74
DUKX,2025-10-29,2025-10-29,1
DUKX,2025-11-06,2025-11-06,1
DUKX,2025-11-11,2025-11-11,1
DUKX,2025-11-17,2025-11-17,1
DUKX,2025-12-10,2025-12-10,1
DUKX,2025-12-15,2025-12-15,1
DUKX,2025-12-30,2025-12-30,1
DVGR,2025-12-08,2025-12-11,4
DVGR,2025-12-16,2025-12-17,2
DVGR,2025-12-22,2025-12-26,5
DVGR,2026-01-02,2026-01-02,1
DVGR,2026-01-07,2026-01-07,1
DVIN,2025-10-22,2025-11-13,23
DVIN,2025-11-17,2025-12-08,22
DVLU,2025-11-12,2025-11-12,1
DVLU,2025-11-19,2025-11-19,1
DVLU,2025-11-28,2025-11-28,1
DVQQ,2025-10-20,2025-10-23,4
DVQQ,2025-10-27,2025-10-31,5
DVQQ,2025-11-12,2025-11-12,1
DVQQ,2025-11-28,2025-11-28,1
DVQQ,2025-12-08,2025-12-10,3
DVQQ,2025-12-24,2025-12-26,3
DVQQ,2025-12-30,2025-12-31,2
DVQQ,2026-01-07,2026-01-07,1
DVRE,2025-12-10,2025-12-15,6
DVSP,2025-10-20,2025-10-23,4
DVSP,2025-10-27,2025-10-31,5
DVSP,2025-11-04,2025-11-17,14
DVSP,2025-11-21,2025-12-08,18
DVSP,2025-12-12,2025-12-19,8
DVSP,2025-12-23,2026-01-06,15
DVUT,2025-11-04,2025-12-08,35
DVXF,2025-12-10,2025-12-31,22
DVXF,2026-01-05,2026-01-08,4
DVXK,2025-10-28,2025-12-08,42
DVXV,2025-11-07,2025-11-14,8
DVXV,2025-11-21,2025-11-25,5
DVXV,2025-12-01,2025-12-05,5
DVXV,2025-12-10,2025-12-12,3
DVXY,2025-10-20,2025-12-08,50
DWAW,2025-10-24,2025-10-24,1
DWAW,2025-10-31,2025-10-31,1
DWAW,2025-11-24,2025-12-04,11
DWAW,2025-12-08,2025-12-11,4
DWAW,2025-12-17,2025-12-17,1
DWAW,2025-12-24,2025-12-24,1
DWAW,2025-12-29,2025-12-29,1
DWAW,2026-01-08,2026-01-08,1
DWUS,2025-10-16,2025-10-16,1
DWUS,2025-10-20,2025-10-24,5
DWUS,2025-11-05,2025-11-05,1
DWUS,2025-11-14,2025-11-28,15
DWUS,2025-12-02,2025-12-04,3
DWUS,2025-12-08,2025-12-10,3
DWUS,2025-12-15,2025-12-15,1
DWUS,2025-12-19,2025-12-19,1
DWUS,2025-12-24,2025-12-26,3
DXR,2025-11-11,2025-11-13,3
DXR,2025-11-18,2025-11-19,2
DXR,2025-11-28,2025-11-28,1
DXR,2025-12-02,2025-12-02,1
DXR,2025-12-10,2025-12-10,1
DXR,2025-12-15,2025-12-15,1
DYNB,2025-10-21,2025-10-23,3
DYNB,2025-10-28,2025-10-28,1
DYNB,2025-11-03,2025-11-03,1
DYNB,2025-11-11,2025-11-13,3
DYNB,2025-11-25,2025-11-25,1
DYNB,2025-12-02,2025-12-02,1
DYNB,2025-12-29,2026-01-05,8
DYOR,2025-12-04,2025-12-04,1
DYOR,2025-12-08,2025-12-08,1
DYOR,2025-12-15,2025-12-18,4
DYOR,2025-12-22,2025-12-22,1
DYOR,2025-12-26,2025-12-29,4
DYOR,2026-01-02,2026-01-02,1
DYOR,2026-01-06,2026-01-06,1
DYORW,2025-11-19,2025-11-19,1
DYORW,2025-11-28,2025-11-28,1
DYORW,2025-12-11,2025-12-11,1
DYORW,2025-12-16,2025-12-19,4
DYORW,2025-12-24,2026-01-02,10
EASY,2025-11-20,2025-11-21,2
EASY,2025-11-28,2025-11-28,1
EBI,2025-10-27,2025-10-28,2
EBI,2025-11-05,2025-11-05,1
EBI,2025-11-20,2025-11-20,1
EBI,2025-11-24,2025-11-24,1
EBI,2025-11-28,2025-11-28,1
EBI,2025-12-04,2025-12-04,1
EBIZ,2025-11-12,2025-11-12,1
ECDAW,2025-10-17,2025-10-17,1
ECXWW,2025-10-23,2025-10-27,5
EDBLW,2025-10-30,2026-01-08,71
EDRY,2025-11-06,2025-11-06,1
EDRY,2025-11-21,2025-11-21,1
EDRY,2025-11-25,2025-11-25,1
EDRY,2025-12-03,2025-12-05,3
EDRY,2025-12-18,2025-12-18,1
EDRY,2025-12-23,2025-12-24,2
EDRY,2026-01-02,2026-01-07,6
EDTK,2025-10-22,2025-10-22,1
EDTK,2025-11-14,2025-11-14,1
EFRA,2025-10-17,2025-10-27,11
EFRA,2025-11-03,2025-11-06,4
EFRA,2025-11-10,2025-11-13,4
EFRA,2025-11-20,2025-12-10,21
EFRA,2025-12-15,2025-12-15,1
EFRA,2025-12-19,2025-12-19,1
EFRA,2025-12-24,2025-12-29,6
EFRA,2026-01-05,2026-01-08,4
EFSCP,2025-10-31,2025-10-31,1
EFSCP,2025-12-04,2025-12-04,1
EFSCP,2025-12-31,2025-12-31,1
EFSCP,2026-01-07,2026-01-07,1
EGHA,2025-10-21,2025-10-23,3
EGHA,2025-10-28,2025-10-30,3
EGHA,2025-11-04,2025-11-20,17
EGHA,2025-11-24,2025-11-28,5
EGHA,2025-12-05,2025-12-05,1
EGHA,2025-12-11,2025-12-24,14
EGHA,2025-12-29,2026-01-02,5
EGHAR,2025-10-27,2025-10-27,1
EGHAR,2025-10-31,2025-11-03,4
EGHAR,2025-11-07,2025-11-10,4
EGHAR,2025-11-20,2025-11-20,1
EGHAR,2025-11-24,2025-11-28,5
EGHAR,2025-12-02,2025-12-04,3
EGHAR,2025-12-11,2025-12-12,2
EGHAR,2025-12-18,2026-01-02,16
EGHAU,2025-10-22,2025-10-30,9
EGHAU,2025-11-05,2025-12-05,31
EHLD,2025-10-30,2025-10-30,1
EHLD,2025-11-11,2025-11-11,1
EHLD,2025-11-20,2025-11-20,1
EHLS,2025-12-01,2025-12-01,1
EHLS,2025-12-12,2025-12-15,4
EHLS,2025-12-24,2025-12-24,1
EHLS,2025-12-29,2025-12-31,3
EHLS,2026-01-07,2026-01-07,1
EKG,2025-10-23,2025-10-23,1
EKG,2025-10-27,2025-10-29,3
EKG,2025-11-05,2025-11-07,3
EKG,2025-11-11,2025-11-11,1
EKG,2025-11-20,2025-11-21,2
EKG,2025-12-01,2025-12-11,11
EKG,2025-12-17,2025-12-19,3
EKG,2025-12-30,2026-01-02,4
EKG,2026-01-07,2026-01-07,1
ELIS,2025-12-19,2025-12-19,1
ELSE,2025-10-17,2025-10-17,1
ELSE,2025-11-11,2025-11-11,1
ELSE,2025-11-28,2025-12-05,8
ELTK,2025-11-04,2025-11-04,1
ELTK,2025-11-10,2025-11-10,1
EMCB,2025-11-28,2025-11-28,1
EMCB,2025-12-24,2025-12-24,1
EMCB,2025-12-31,2025-12-31,1
EMIF,2025-10-20,2025-10-22,3
EMIF,2025-10-28,2025-11-06,10
EMIF,2025-11-24,2025-11-24,1
EMISR,2025-11-11,2025-11-21,11
EMISR,2025-11-25,2025-11-28,4
EMISR,2025-12-02,2025-12-04,3
EMISR,2025-12-08,2025-12-12,5
EMISR,2025-12-16,2025-12-31,16
ENDW,2025-10-23,2025-10-23,1
ENDW,2025-11-21,2025-11-21,1
ENDW,2025-11-26,2025-11-26,1
ENDW,2025-12-11,2025-12-11,1
ENDW,2025-12-30,2025-12-30,1
ENGNW,2025-10-27,2026-01-08,74
EQRR,2025-10-16,2025-10-22,7
EQRR,2025-10-28,2025-10-28,1
EQRR,2025-11-04,2025-11-07,4
EQRR,2025-11-17,2025-11-18,2
EQRR,2025-12-03,2025-12-03,1
EQRR,2025-12-08,2025-12-11,4
EQRR,2025-12-31,2025-12-31,1
EQRR,2026-01-06,2026-01-07,2
ERET,2025-10-16,2025-10-16,1
ERET,2025-10-21,2025-10-22,2
ERET,2025-11-05,2025-11-07,3
ERET,2025-11-20,2025-11-20,1
ERET,2025-11-28,2025-12-01,4
ERET,2025-12-05,2025-12-05,1
ERET,2025-12-10,2025-12-11,2
ERET,2025-12-17,2025-12-17,1
ERET,2025-12-22,2025-12-29,8
ERET,2026-01-08,2026-01-08,1
ERNZ,2025-11-17,2025-11-17,1
ESGL,2025-11-14,2025-11-14,1
ESGL,2025-11-18,2025-11-20,3
ESGL,2025-11-24,2025-11-24,1
ESGL,2025-12-12,2025-12-17,6
ESGLW,2025-10-17,2025-10-17,1
ESGLW,2025-10-21,2025-10-27,7
ESHA,2025-10-27,2025-10-31,5
ESHA,2025-11-04,2025-11-07,4
ESHA,2025-11-11,2025-11-20,10
ESHA,2025-11-25,2025-11-26,2
ESHA,2025-12-03,2025-12-05,3
ESHAR,2025-10-21,2025-10-23,3
ESHAR,2025-10-27,2025-10-31,5
ESHAR,2025-11-04,2025-11-28,25
ESHAR,2025-12-02,2025-12-04,3
ESHAR,2025-12-08,2025-12-11,4
ESHAR,2025-12-17,2025-12-29,13
ESHAR,2026-01-05,2026-01-05,1
ESLAW,2025-10-16,2025-10-16,1
ESLAW,2025-10-24,2025-10-24,1
ESMV,2025-10-16,2025-10-17,2
ESMV,2025-10-21,2025-10-22,2
ESMV,2025-10-30,2025-10-31,2
ESMV,2025-11-04,2025-11-13,10
ESMV,2025-11-18,2025-11-28,11
ESMV,2025-12-02,2025-12-16,15
ESMV,2025-12-22,2025-12-24,3
ESMV,2025-12-31,2025-12-31,1
ESMV,2026-01-05,2026-01-05,1
ETEC,2025-10-23,2025-10-24,2
ETEC,2025-11-07,2025-11-07,1
ETEC,2025-11-17,2025-11-17,1
ETEC,2025-11-21,2025-11-24,4
ETEC,2025-12-01,2025-12-05,5
ETEC,2025-12-11,2025-12-11,1
ETEC,2025-12-17,2025-12-19,3
ETEC,2025-12-26,2025-12-30,5
ETHMU,2025-10-31,2025-10-31,1
ETHMU,2025-11-05,2025-11-12,8
ETHMU,2025-11-17,2025-11-19,3
ETHMU,2025-11-26,2025-11-28,3
ETHMU,2025-12-03,2025-12-11,9
ETHMU,2025-12-16,2025-12-24,9
ETHMU,2025-12-29,2025-12-30,2
ETHMW,2025-12-16,2025-12-16,1
ETHMW,2025-12-24,2025-12-26,3
ETHMW,2026-01-02,2026-01-02,1
ETRL,2025-12-08,2025-12-08,1
EUDAW,2025-10-16,2025-10-17,2
EUDAW,2025-10-21,2025-10-23,3
EUDAW,2025-10-27,2026-01-08,74
EURK,2025-10-17,2025-10-31,15
EURK,2025-11-05,2025-11-05,1
EURK,2025-11-10,2025-11-13,4
EURK,2025-11-17,2025-11-20,4
EURK,2025-11-24,2025-11-28,5
EURK,2025-12-02,2025-12-05,4
EURK,2025-12-11,2025-12-12,2
EURKR,2025-10-24,2025-10-30,7
EURKR,2025-11-06,2025-11-06,1
EURKR,2025-11-10,2025-11-14,5
EURKR,2025-11-18,2025-12-05,18
EURKR,2025-12-10,2025-12-29,20
EVGOW,2025-10-30,2026-01-08,71
EVMT,2025-10-29,2025-10-30,2
EVMT,2025-11-11,2025-11-12,2
EVMT,2025-11-21,2025-11-21,1
EVOX,2025-12-15,2025-12-18,4
EVOX,2025-12-24,2025-12-26,3
EVOXU,2026-01-06,2026-01-06,1
EVOXW,2025-12-04,2025-12-04,1
EVOXW,2025-12-11,2025-12-11,1
EVOXW,2025-12-18,2025-12-26,9
EVOXW,2025-12-31,2025-12-31,1
EVYM,2025-10-23,2025-10-23,1
EVYM,2025-10-27,2025-10-30,4
EVYM,2025-11-12,2025-11-13,2
EXEEL,2025-10-24,2026-01-08,77
EXOZ,2025-10-30,2025-10-30,1
EXOZ,2025-11-05,2025-11-06,2
EXUS,2025-10-17,2025-10-24,8
EXUS,2025-10-28,2025-11-12,16
EXUS,2025-11-28,2025-11-28,1
EXUS,2025-12-04,2025-12-04,1
EXUS,2025-12-24,2025-12-24,1
EYEG,2025-10-20,2025-10-24,5
EYEG,2025-10-28,2025-10-31,4
EYEG,2025-11-06,2025-11-06,1
EYEG,2025-11-10,2025-11-20,11
EYEG,2025-11-28,2025-12-05,8
EYEG,2025-12-24,2025-12-26,3
EYEG,2026-01-02,2026-01-07,6
FAB,2025-10-16,2025-10-16,1
FAB,2025-11-07,2025-11-07,1
FAB,2025-12-17,2025-12-17,1
FAB,2025-12-24,2025-12-26,3
FAB,2026-01-07,2026-01-07,1
FACT,2025-10-16,2025-10-24,9
FACT,2025-10-28,2025-10-30,3
FACT,2025-11-04,2025-11-17,14
FACT,2025-11-25,2025-11-28,4
FACT,2025-12-12,2025-12-12,1
FACT,2025-12-18,2025-12-18,1
FACT,2025-12-23,2025-12-26,4
FACT,2026-01-07,2026-01-07,1
FACTU,2025-10-22,2025-10-30,9
FACTU,2025-11-03,2025-12-19,47
FACTU,2025-12-24,2026-01-07,15
FACTW,2025-10-17,2025-10-17,1
FACTW,2025-10-22,2025-10-22,1
FACTW,2025-10-27,2026-01-08,74
FAMI,2025-12-12,2025-12-12,1
FATBB,2025-11-10,2025-11-11,2
FATBB,2025-12-04,2025-12-04,1
FBYDW,2025-10-20,2025-10-27,8
FCAP,2025-11-05,2025-11-05,1
FCAP,2025-11-10,2025-11-13,4
FCAP,2025-11-19,2025-11-19,1
FCAP,2025-12-24,2025-12-24,1
FDTS,2025-10-21,2025-10-23,3
FDTS,2025-10-27,2025-10-27,1
FDTS,2025-11-07,2025-11-14,8
FDTS,2025-11-24,2025-11-28,5
FDTS,2025-12-04,2025-12-04,1
FDTS,2025-12-10,2025-12-10,1
FDTS,2025-12-15,2025-12-18,4
FDTS,2025-12-22,2025-12-30,9
FDTS,2026-01-07,2026-01-08,2
FEBO,2025-11-18,2025-11-18,1
FEBO,2025-12-04,2025-12-04,1
FERA,2025-10-20,2025-10-30,11
FERA,2025-11-03,2025-11-07,5
FERA,2025-11-11,2025-11-13,3
FERA,2025-11-17,2025-11-17,1
FERA,2025-11-24,2025-11-24,1
FERA,2025-12-02,2025-12-04,3
FERA,2025-12-08,2025-12-12,5
FERA,2025-12-26,2025-12-26,1
FERAR,2025-10-20,2025-10-20,1
FERAR,2025-10-29,2025-10-30,2
FERAR,2025-11-03,2025-11-05,3
FERAR,2025-11-10,2025-11-20,11
FERAR,2025-11-24,2025-11-24,1
FERAR,2025-12-08,2025-12-08,1
FERAR,2025-12-15,2025-12-26,12
FERAR,2025-12-30,2025-12-30,1
FERAR,2026-01-06,2026-01-06,1
FERAU,2025-12-02,2025-12-05,4
FERAU,2025-12-10,2026-01-02,24
FERAU,2026-01-07,2026-01-07,1
FEUZ,2025-10-23,2025-10-23,1
FFAIW,2025-10-30,2026-01-08,71
FFUT,2025-10-27,2025-10-27,1
FFUT,2025-12-03,2025-12-03,1
FGBIP,2025-10-17,2025-10-17,1
FGBIP,2025-12-05,2025-12-05,1
FGIWW,2025-10-16,2025-10-16,1
FGIWW,2025-10-23,2025-10-24,2
FGM,2025-11-05,2025-11-05,1
FGM,2025-11-18,2025-11-18,1
FGM,2025-11-28,2025-11-28,1
FGMCR,2025-11-28,2025-11-28,1
FGMCU,2025-10-16,2025-10-16,1
FGMCU,2025-10-23,2025-10-23,1
FGMCU,2025-10-27,2025-10-30,4
FGMCU,2025-11-03,2025-11-06,4
FGMCU,2025-11-10,2025-11-28,19
FGMCU,2025-12-03,2025-12-05,3
FGMCU,2025-12-11,2025-12-19,9
FGMCU,2025-12-23,2025-12-26,4
FGMCU,2025-12-30,2026-01-05,7
FGNXP,2025-10-30,2025-10-30,1
FGNXP,2025-11-13,2025-11-14,2
FGNXP,2025-12-15,2025-12-15,1
FGNXP,2025-12-29,2025-12-29,1
FGSI,2025-10-16,2025-10-17,2
FGSI,2025-10-22,2025-10-24,3
FGSI,2025-11-17,2025-11-21,5
FGSI,2025-11-28,2025-12-24,27
FGSI,2025-12-30,2026-01-08,10
FIGX,2025-10-28,2025-10-31,4
FIGX,2025-11-06,2025-11-06,1
FIGX,2025-11-11,2025-11-13,3
FIGX,2025-11-17,2025-11-21,5
FIGX,2025-11-26,2025-11-28,3
FIGX,2025-12-03,2025-12-03,1
FIGX,2025-12-16,2025-12-16,1
FIGX,2025-12-22,2025-12-22,1
FIGX,2025-12-26,2025-12-29,4
FIGX,2026-01-02,2026-01-05,4
FIGXU,2025-10-23,2025-10-23,1
FIGXU,2025-11-13,2025-11-26,14
FIGXU,2025-12-01,2025-12-10,10
FIGXU,2025-12-16,2026-01-02,18
FIGXU,2026-01-06,2026-01-08,3
FIGXW,2025-10-17,2025-10-17,1
FIGXW,2025-10-28,2025-11-06,10
FIGXW,2025-11-10,2025-11-11,2
FIGXW,2025-11-20,2025-11-21,2
FIGXW,2025-11-26,2025-11-28,3
FIGXW,2025-12-03,2025-12-03,1
FIGXW,2025-12-16,2025-12-19,4
FIGXW,2025-12-24,2026-01-08,16
FKU,2025-11-18,2025-11-19,2
FKU,2025-12-11,2025-12-11,1
FLDDW,2025-10-30,2026-01-08,71
FLN,2025-12-18,2025-12-18,1
FMTM,2025-10-16,2025-10-16,1
FORA,2026-01-07,2026-01-07,1
FORTY,2025-10-16,2025-10-24,9
FORTY,2025-10-28,2025-11-20,24
FORTY,2025-11-24,2025-11-28,5
FORTY,2025-12-02,2025-12-17,16
FORTY,2025-12-22,2025-12-26,5
FORTY,2025-12-30,2026-01-08,10
FOXXW,2025-10-20,2026-01-08,81
FPA,2025-11-11,2025-11-14,4
FPA,2025-12-15,2025-12-19,5
FPA,2025-12-24,2025-12-26,3
FPA,2026-01-05,2026-01-08,4
FPXE,2025-10-17,2025-10-20,4
FPXE,2025-10-31,2025-10-31,1
FPXE,2025-11-04,2025-11-04,1
FPXE,2025-11-12,2025-11-12,1
FPXE,2025-11-19,2025-11-19,1
FPXE,2025-12-08,2025-12-08,1
FPXE,2025-12-12,2025-12-12,1
FPXE,2025-12-17,2025-12-17,1
FPXE,2025-12-24,2025-12-24,1
FPXE,2025-12-29,2025-12-31,3
FRDD,2025-10-30,2025-10-30,1
FRDD,2025-11-04,2025-11-04,1
FRDD,2025-11-28,2025-11-28,1
FRDD,2025-12-04,2025-12-11,8
FRDD,2025-12-16,2025-12-19,4
FRDD,2025-12-23,2025-12-24,2
FRDD,2025-12-29,2026-01-07,10
