Ticker,Entry,Exit,Days,Shares,P&L,R-Multiple,Return %,Exit Phases,Outcome
CAT,2006-03-08,2006-03-30,22,72,$150.88,+1.01R,+2.89%,"STOP_BE,TP1",WIN
CAT,2006-04-18,2006-04-25,7,54,$-214.92,-1.44R,-5.04%,STOP,BIG_LOSS
CAT,2006-10-05,2006-10-09,4,52,$-4.94,-0.03R,-0.14%,"STOP_BE,TP1",SMALL_LOSS
CAT,2007-07-10,2007-07-20,10,22,$48.03,+1.30R,+2.69%,"STOP_BE,TP1",WIN
CAT,2007-09-19,2007-09-26,7,19,$-37.01,-1.00R,-2.50%,STOP,BIG_LOSS
CAT,2009-04-21,2009-05-21,30,18,$54.85,+1.49R,+9.71%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CAT,2010-04-27,2010-05-04,7,20,$-36.60,-1.02R,-2.67%,STOP,BIG_LOSS
CAT,2010-07-22,2010-08-12,21,18,$21.38,+0.58R,+1.75%,"STOP_BE,TP1",SMALL_WIN
CAT,2010-09-17,2010-10-19,32,22,$85.97,+2.38R,+5.34%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CAT,2011-01-18,2011-01-20,2,40,$-104.80,-1.90R,-2.72%,STOP,BIG_LOSS
CATY,2007-08-16,2007-08-24,8,21,$-6.77,-0.18R,-0.96%,"STOP_BE,TP1",SMALL_LOSS
CB,2009-10-01,2009-10-13,12,29,$24.08,+0.65R,+1.54%,"STOP_BE,TP1",SMALL_WIN
CBRL,2010-05-24,2010-05-25,1,19,$-41.99,-1.12R,-4.42%,STOP,BIG_LOSS
CBRL,2011-11-21,2011-11-22,1,27,$-37.07,-1.00R,-2.99%,STOP,BIG_LOSS
CCEP,2006-07-18,2006-09-11,55,93,$72.02,+1.93R,+3.68%,"RUNNER_STOP,TP1,TP2",WIN
CCEP,2007-12-13,2007-12-31,18,54,$-41.58,-1.12R,-2.87%,STOP,BIG_LOSS
CCI,2006-04-06,2006-05-17,41,64,$178.46,+2.40R,+9.29%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CCI,2006-07-12,2006-07-14,2,137,$-161.66,-1.08R,-3.40%,STOP,BIG_LOSS
CCI,2007-05-09,2007-06-13,35,127,$102.15,+0.68R,+2.30%,"STOP_BE,TP1",SMALL_WIN
CCI,2007-06-18,2007-06-20,2,151,$-158.55,-1.06R,-2.89%,STOP,BIG_LOSS
CCI,2007-06-28,2007-07-26,28,52,$46.15,+1.24R,+2.48%,"STOP_BE,TP1",WIN
CCI,2007-08-02,2007-08-06,4,32,$-36.37,-1.00R,-3.03%,STOP,BIG_LOSS
CCI,2007-08-08,2007-08-10,2,23,$-36.11,-1.00R,-3.99%,STOP,BIG_LOSS
CCI,2007-09-21,2007-10-05,14,63,$72.07,+1.30R,+2.93%,"STOP_BE,TP1",WIN
CCI,2007-10-05,2007-10-08,3,106,$-111.68,-1.00R,-2.71%,STOP,BIG_LOSS
CCI,2007-10-26,2007-10-30,4,127,$-112.12,-1.00R,-2.14%,STOP,BIG_LOSS
CCI,2007-10-30,2007-10-31,1,37,$-36.68,-1.00R,-2.40%,STOP,BIG_LOSS
CCI,2007-10-31,2007-11-01,1,26,$-29.12,-1.05R,-2.73%,STOP,BIG_LOSS
CCI,2007-11-01,2007-11-07,6,32,$-38.40,-1.04R,-3.00%,STOP,BIG_LOSS
CCI,2007-12-07,2007-12-11,4,31,$-56.73,-1.52R,-4.35%,STOP,BIG_LOSS
CCI,2008-06-10,2008-06-11,1,31,$-37.51,-1.01R,-2.90%,STOP,BIG_LOSS
CCI,2008-08-08,2008-09-04,27,29,$-45.82,-1.26R,-4.27%,STOP,BIG_LOSS
CCI,2009-04-30,2009-05-04,4,28,$-11.62,-0.32R,-1.69%,"STOP_BE,TP1",SMALL_LOSS
CCI,2009-05-29,2009-06-02,4,38,$8.36,+0.23R,+0.91%,"STOP_BE,TP1",SMALL_WIN
CCI,2009-06-26,2009-06-30,4,40,$-18.80,-0.51R,-1.91%,"STOP_BE,TP1",BIG_LOSS
CCI,2009-07-02,2009-07-06,4,44,$-43.56,-1.18R,-4.06%,STOP,BIG_LOSS
CCI,2009-10-20,2009-10-22,2,37,$-37.03,-1.00R,-2.96%,STOP,BIG_LOSS
CCI,2009-12-18,2010-01-12,25,39,$21.33,+0.57R,+1.43%,"STOP_BE,TP1",SMALL_WIN
CCI,2010-03-08,2010-03-25,17,147,$-233.73,-2.09R,-4.13%,STOP,BIG_LOSS
CCI,2010-06-18,2010-06-25,7,35,$-37.45,-1.00R,-2.73%,STOP,BIG_LOSS
CCI,2010-06-25,2010-06-29,4,39,$-37.22,-1.00R,-2.47%,STOP,BIG_LOSS
CCI,2010-07-08,2010-07-12,4,39,$-42.51,-1.16R,-2.83%,STOP,BIG_LOSS
CCI,2010-07-20,2010-08-12,23,35,$27.59,+0.75R,+2.04%,"STOP_BE,TP1",SMALL_WIN
CCI,2010-08-18,2010-10-08,51,41,$73.99,+2.00R,+4.41%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CCI,2010-11-05,2010-11-09,4,143,$-181.61,-1.61R,-2.96%,STOP,BIG_LOSS
CCI,2011-01-04,2011-01-06,2,41,$-49.61,-1.78R,-2.79%,STOP,BIG_LOSS
CCI,2011-03-24,2011-04-29,36,98,$257.42,+2.30R,+6.56%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CCI,2011-06-29,2011-07-27,28,187,$322.49,+2.88R,+4.24%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
CCI,2011-07-28,2011-08-02,5,48,$-90.24,-2.43R,-4.28%,STOP,BIG_LOSS
CCI,2011-08-03,2011-08-04,1,39,$-118.56,-3.22R,-6.94%,STOP,BIG_LOSS
CCI,2011-10-27,2011-10-31,4,35,$-44.10,-1.20R,-2.96%,STOP,BIG_LOSS
CCI,2011-12-16,2011-12-20,4,21,$28.22,+0.76R,+3.13%,TP1,SMALL_WIN
CCL,2009-02-10,2009-02-12,2,33,$6.71,+0.18R,+0.96%,"STOP_BE,TP1",SMALL_WIN
CDNS,2010-04-05,2010-04-06,1,294,$-79.38,-1.42R,-3.84%,STOP,BIG_LOSS
CDNS,2010-09-09,2010-10-04,25,190,$42.56,+1.14R,+3.05%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CEG,2006-06-09,2006-06-13,4,38,$-6.08,-0.16R,-0.30%,"STOP_BE,TP1",SMALL_LOSS
CFFN,2011-03-08,2011-03-09,1,304,$-191.52,-3.41R,-5.45%,STOP,BIG_LOSS
CFFN,2011-06-13,2011-06-15,2,196,$-9.80,-0.26R,-0.46%,"STOP_BE,TP1",SMALL_LOSS
CHD,2008-02-06,2008-03-06,29,83,$-39.01,-1.05R,-3.48%,STOP,BIG_LOSS
CHD,2008-11-19,2008-11-20,1,67,$-44.22,-1.19R,-4.48%,STOP,BIG_LOSS
CHD,2009-03-24,2009-03-25,1,107,$-37.22,-1.00R,-2.69%,STOP,BIG_LOSS
CHD,2009-10-30,2009-12-16,47,147,$84.45,+2.26R,+4.04%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
CHKP,2008-04-17,2008-06-02,46,55,$77.35,+2.08R,+6.14%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CHKP,2010-08-24,2010-08-26,2,51,$-37.19,-1.00R,-2.06%,STOP,BIG_LOSS
CINF,2006-12-19,2006-12-22,3,185,$-128.66,-0.86R,-1.51%,"STOP_BE,TP1",BIG_LOSS
CINF,2008-09-04,2008-09-09,5,42,$9.66,+0.26R,+0.77%,"STOP_BE,TP1",SMALL_WIN
CMCSA,2006-02-02,2006-02-06,4,790,$-7.90,-0.05R,-0.17%,"STOP_BE,TP1",SMALL_LOSS
CMCSA,2006-04-10,2006-05-23,43,419,$229.79,+3.07R,+8.92%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
CMCSA,2006-06-02,2006-06-05,3,689,$-149.86,-1.00R,-2.92%,STOP,BIG_LOSS
CMCSA,2006-06-08,2006-06-14,6,234,$-37.44,-1.00R,-2.19%,STOP,BIG_LOSS
CMCSA,2006-07-19,2006-09-06,49,725,$361.15,+3.21R,+6.87%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
CMCSA,2006-12-05,2007-02-08,65,402,$88.73,+0.59R,+1.58%,"STOP_BE,TP1",SMALL_WIN
CMCSA,2007-04-11,2007-04-27,16,401,$-149.95,-1.00R,-2.73%,STOP,BIG_LOSS
CMCSA,2007-06-14,2007-07-26,42,356,$81.50,+0.54R,+1.66%,"STOP_BE,TP1",SMALL_WIN
CMCSA,2008-04-30,2008-05-23,23,165,$93.00,+2.49R,+5.49%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CMCSA,2008-07-29,2008-08-19,21,108,$93.52,+2.49R,+9.03%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CMCSA,2009-01-05,2009-01-07,2,91,$-5.15,-0.14R,-0.66%,"STOP_BE,TP1",SMALL_LOSS
CMCSA,2009-05-07,2009-05-11,4,94,$-4.70,-0.13R,-0.64%,"STOP_BE,TP1",SMALL_LOSS
CMCSA,2009-08-07,2009-08-11,4,158,$-6.32,-0.17R,-0.53%,"STOP_BE,TP1",SMALL_LOSS
CMCSA,2009-09-01,2009-09-30,29,167,$76.77,+2.06R,+6.07%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CMCSA,2009-12-03,2009-12-18,15,173,$48.37,+1.29R,+3.52%,"RUNNER_STOP,TP1,TP2",WIN
CMCSA,2010-04-28,2010-05-06,8,181,$95.60,+2.55R,+5.62%,"RUNNER_STOP,TP1,TP2",WIN
CMCSA,2010-06-28,2010-06-29,1,159,$-37.48,-1.00R,-2.60%,STOP,BIG_LOSS
CMCSA,2010-09-01,2010-09-03,2,152,$5.32,+0.14R,+0.39%,"STOP_BE,TP1",SMALL_WIN
CMCSA,2010-09-14,2010-09-16,2,151,$-0.12,-0.00R,-0.01%,"STOP_BE,TP1",SMALL_LOSS
CMCSA,2010-10-15,2010-11-16,32,242,$115.82,+2.06R,+5.05%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CMCSA,2010-12-01,2011-01-28,58,168,$126.54,+3.38R,+7.24%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
CMCSA,2011-02-16,2011-02-24,8,210,$-56.25,-1.00R,-2.13%,STOP,BIG_LOSS
CMCSA,2011-09-09,2011-09-21,12,108,$69.75,+1.88R,+6.18%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CMCSA,2011-10-27,2011-10-28,1,98,$-37.17,-1.00R,-3.08%,STOP,BIG_LOSS
CMCSA,2011-10-28,2011-11-01,4,97,$-42.68,-1.14R,-3.69%,STOP,BIG_LOSS
CMCSA,2011-12-02,2011-12-08,6,122,$-54.90,-1.47R,-3.85%,STOP,BIG_LOSS
CMG,2007-01-25,2007-02-27,33,1944,$165.91,+2.21R,+7.42%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CMG,2007-03-20,2007-03-28,8,3333,$-149.99,-1.00R,-3.52%,STOP,BIG_LOSS
CMG,2007-06-29,2007-07-05,6,889,$-53.34,-1.42R,-3.51%,STOP,BIG_LOSS
CMG,2007-07-30,2007-08-14,15,514,$90.48,+2.42R,+10.06%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CMG,2007-10-25,2007-11-08,14,359,$24.78,+0.66R,+2.69%,"STOP_BE,TP1",SMALL_WIN
CMG,2007-11-30,2007-12-14,14,307,$73.04,+1.95R,+8.94%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CMG,2008-03-19,2008-04-11,23,345,$82.04,+2.19R,+11.89%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CMG,2008-09-02,2008-09-04,2,570,$-39.90,-1.07R,-4.76%,"STOP_BE,TP1",BIG_LOSS
CMG,2009-02-12,2009-02-17,5,690,$13.80,+0.37R,+1.89%,"STOP_BE,TP1",SMALL_WIN
CMG,2009-10-01,2009-10-07,6,749,$-37.45,-1.00R,-2.69%,STOP,BIG_LOSS
CMG,2010-01-05,2010-01-06,1,3088,$-112.49,-1.00R,-2.05%,STOP,BIG_LOSS
CMG,2010-01-08,2010-02-05,28,635,$89.45,+3.18R,+7.66%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
CMG,2010-04-05,2010-05-06,31,1193,$288.73,+5.13R,+10.13%,"PHASE3_SMA20_BREAK,TP1,TP2",BIG_WIN
CMG,2010-12-02,2010-12-03,1,719,$-215.70,-1.92R,-5.98%,STOP,BIG_LOSS
CMG,2011-04-20,2011-04-21,1,353,$-74.13,-1.32R,-3.65%,STOP,BIG_LOSS
CMG,2011-04-21,2011-04-26,5,144,$-37.49,-1.00R,-4.69%,STOP,BIG_LOSS
CMG,2011-09-21,2011-09-22,1,177,$-37.30,-1.00R,-3.16%,STOP,BIG_LOSS
CMG,2011-10-21,2011-11-16,26,164,$-55.76,-1.49R,-5.10%,STOP,BIG_LOSS
CMS,2009-06-09,2009-09-01,84,119,$79.04,+2.11R,+5.74%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CMS,2010-06-24,2010-06-30,6,111,$-47.73,-1.28R,-2.85%,STOP,BIG_LOSS
CNC,2010-08-26,2010-08-31,5,219,$-54.83,-1.47R,-4.65%,"STOP_BE,TP1",BIG_LOSS
CNET,2008-01-04,2008-01-08,4,20,$-21.00,-0.58R,-2.45%,"STOP_BE,TP1",BIG_LOSS
COP,2006-07-26,2006-08-17,22,54,$-149.10,-1.00R,-4.02%,STOP,BIG_LOSS
COP,2006-12-06,2007-01-03,28,67,$98.12,+0.66R,+2.13%,"STOP_BE,TP1",SMALL_WIN
COP,2008-04-24,2008-06-04,41,25,$97.19,+2.60R,+4.69%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
COP,2009-06-03,2009-06-05,2,23,$-3.82,-0.11R,-0.36%,"STOP_BE,TP1",SMALL_LOSS
COP,2009-10-02,2009-10-28,26,40,$85.25,+2.29R,+4.55%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
COP,2010-01-21,2010-01-22,1,41,$-67.24,-1.80R,-3.14%,STOP,BIG_LOSS
COP,2010-04-27,2010-05-04,7,26,$13.13,+0.35R,+0.88%,"STOP_BE,TP1",SMALL_WIN
COP,2010-10-01,2010-10-04,3,36,$-36.57,-1.00R,-1.76%,STOP,BIG_LOSS
COP,2010-10-05,2010-11-01,27,34,$15.47,+0.42R,+0.77%,"STOP_BE,TP1",SMALL_WIN
COP,2010-12-17,2011-03-10,83,109,$467.71,+4.17R,+6.60%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
COP,2011-07-14,2011-07-26,12,23,$-46.00,-1.26R,-2.65%,STOP,BIG_LOSS
COP,2011-10-28,2011-10-31,3,22,$-45.98,-1.27R,-2.91%,STOP,BIG_LOSS
COR,2008-12-11,2009-01-30,50,46,$57.96,+1.57R,+7.91%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
COST,2007-04-17,2007-04-24,7,109,$-149.95,-1.00R,-2.47%,STOP,BIG_LOSS
COST,2007-12-13,2008-01-04,22,18,$-52.02,-1.40R,-4.22%,STOP,BIG_LOSS
COST,2008-05-29,2008-05-30,1,57,$-111.11,-1.00R,-2.67%,STOP,BIG_LOSS
COST,2009-06-03,2009-06-04,1,24,$-36.96,-1.00R,-3.18%,STOP,BIG_LOSS
COST,2009-10-07,2009-10-09,2,32,$-36.69,-1.00R,-1.94%,STOP,BIG_LOSS
COST,2010-03-03,2010-03-31,28,58,$-56.26,-1.00R,-1.60%,STOP,BIG_LOSS
COST,2010-07-27,2010-07-29,2,35,$-29.90,-0.80R,-1.49%,"STOP_BE,TP1",BIG_LOSS
COST,2011-04-29,2011-05-25,26,48,$52.19,+0.71R,+1.34%,"STOP_BE,TP1",SMALL_WIN
COST,2011-12-01,2011-12-08,7,24,$-37.32,-1.00R,-1.79%,STOP,BIG_LOSS
COST,2011-12-08,2011-12-12,4,21,$-37.05,-1.00R,-2.06%,STOP,BIG_LOSS
CPB,2006-05-25,2006-07-14,50,73,$90.25,+2.42R,+3.54%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
CPB,2008-09-30,2008-10-06,6,29,$28.92,+0.77R,+2.58%,"STOP_BE,TP1",SMALL_WIN
CPB,2011-05-23,2011-05-27,4,75,$-37.45,-1.00R,-1.43%,STOP,BIG_LOSS
CPT,2006-02-06,2006-02-10,4,100,$-148.71,-1.00R,-2.27%,STOP,BIG_LOSS
CPT,2009-12-23,2009-12-31,8,100,$39.50,+0.35R,+0.94%,"STOP_BE,TP1",SMALL_WIN
CPT,2011-06-13,2011-06-16,3,28,$-36.30,-1.00R,-2.02%,STOP,BIG_LOSS
CPT,2011-06-16,2011-07-29,43,27,$68.72,+1.85R,+4.00%,"RUNNER_STOP,TP1,TP2",WIN
CRL,2009-02-12,2009-02-17,5,28,$3.64,+0.10R,+0.47%,"STOP_BE,TP1",SMALL_WIN
CRM,2007-01-24,2007-02-26,33,276,$287.71,+1.92R,+9.83%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CRM,2007-11-30,2008-01-02,33,44,$48.73,+1.33R,+7.81%,"PHASE3_EMA10_BREAK,TP1,TP2",WIN
CRM,2008-02-11,2008-02-20,9,40,$-36.69,-1.00R,-6.69%,STOP,BIG_LOSS
CRM,2008-04-02,2008-04-14,12,47,$-37.03,-1.00R,-5.06%,STOP,BIG_LOSS
CRM,2008-05-14,2008-05-19,5,185,$-144.30,-1.28R,-4.50%,STOP,BIG_LOSS
CRM,2008-05-28,2008-06-09,12,55,$26.16,+0.70R,+2.71%,"STOP_BE,TP1",SMALL_WIN
CRM,2008-08-14,2008-08-18,4,68,$-44.20,-1.18R,-3.87%,STOP,BIG_LOSS
CRM,2009-11-17,2009-11-18,1,66,$-36.96,-1.00R,-3.41%,STOP,BIG_LOSS
CRM,2009-11-18,2010-01-12,55,63,$58.88,+1.59R,+5.88%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CRM,2010-05-10,2010-05-19,9,43,$-41.71,-1.13R,-4.54%,STOP,BIG_LOSS
CRMT,2008-06-26,2008-07-28,32,43,$88.10,+2.37R,+12.16%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CSCO,2006-02-08,2006-04-06,57,51,$73.24,+1.97R,+7.40%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CSCO,2007-01-04,2007-01-17,13,207,$-306.36,-2.05R,-5.20%,STOP,BIG_LOSS
CSCO,2007-06-15,2007-07-27,42,176,$270.79,+1.82R,+5.62%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CSCO,2008-05-06,2008-05-08,2,158,$-111.95,-1.00R,-2.69%,STOP,BIG_LOSS
CSCO,2008-06-05,2008-06-06,1,152,$-152.00,-1.36R,-3.63%,STOP,BIG_LOSS
CSCO,2009-06-05,2009-06-09,4,55,$0.00,+0.00R,+0.00%,"STOP_BE,TP1",SMALL_WIN
CSCO,2009-07-15,2009-08-11,27,73,$68.47,+1.84R,+4.73%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CSCO,2009-11-05,2009-11-12,7,60,$-37.33,-1.00R,-2.60%,STOP,BIG_LOSS
CSCO,2010-02-05,2010-03-31,54,57,$81.84,+2.19R,+6.06%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CSCO,2010-11-10,2010-11-11,1,130,$-516.10,-9.19R,-16.21%,STOP,BIG_LOSS
CSCO,2011-01-25,2011-01-27,2,374,$-50.49,-0.45R,-0.63%,"STOP_BE,TP1",SMALL_LOSS
CSCO,2011-02-08,2011-02-10,2,289,$-437.95,-3.90R,-6.89%,"STOP_BE,TP1",BIG_LOSS
CTRA,2009-10-28,2009-10-30,2,87,$-37.35,-1.00R,-4.31%,STOP,BIG_LOSS
CTRA,2011-06-08,2011-06-13,5,60,$-37.80,-1.01R,-4.32%,STOP,BIG_LOSS
CTSH,2008-04-15,2008-05-07,22,59,$65.15,+1.75R,+7.53%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
CTSH,2009-05-18,2009-05-21,3,62,$-45.88,-1.24R,-5.61%,STOP,BIG_LOSS
CVLT,2010-07-01,2010-07-13,12,48,$-208.32,-5.57R,-19.13%,STOP,BIG_LOSS
CVS,2006-02-03,2006-02-06,3,158,$-149.14,-1.00R,-3.23%,STOP,BIG_LOSS
CVS,2006-03-08,2006-03-22,14,70,$-73.95,-1.00R,-3.51%,STOP,BIG_LOSS
CVS,2007-03-14,2007-04-18,35,44,$103.94,+2.82R,+7.31%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
CVS,2007-04-24,2007-05-01,7,92,$-74.52,-1.00R,-2.21%,STOP,BIG_LOSS
CVS,2007-05-07,2007-06-26,50,131,$124.91,+0.83R,+2.64%,"STOP_BE,TP1",SMALL_WIN
CVS,2007-08-02,2007-08-15,13,41,$27.32,+0.74R,+1.81%,"STOP_BE,TP1",SMALL_WIN
CVS,2011-12-20,2011-12-28,8,19,$28.81,+0.78R,+3.81%,TP1,SMALL_WIN
CVX,2006-01-27,2006-01-31,4,76,$-23.56,-0.16R,-0.52%,"STOP_BE,TP1",SMALL_LOSS
CVX,2006-01-31,2006-02-02,2,73,$-55.94,-0.38R,-1.30%,"STOP_BE,TP1",SMALL_LOSS
CVX,2006-04-24,2006-04-27,3,84,$-149.22,-1.00R,-2.94%,STOP,BIG_LOSS
CVX,2006-05-09,2006-05-15,6,70,$-159.60,-1.06R,-3.66%,STOP,BIG_LOSS
CVX,2006-07-28,2006-09-11,45,67,$-268.67,-1.81R,-6.13%,STOP,BIG_LOSS
CVX,2007-04-20,2007-07-26,97,90,$535.67,+3.57R,+7.66%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",BIG_WIN
CVX,2008-02-15,2008-03-17,31,16,$25.83,+0.70R,+1.95%,"STOP_BE,TP1",SMALL_WIN
CVX,2008-04-29,2008-05-01,2,23,$27.70,+0.75R,+1.28%,"STOP_BE,TP1",SMALL_WIN
CVX,2008-05-21,2008-05-23,2,22,$-49.94,-1.36R,-2.23%,STOP,BIG_LOSS
CVX,2009-09-18,2009-09-22,4,29,$-8.41,-0.23R,-0.40%,"STOP_BE,TP1",SMALL_LOSS
CVX,2009-10-29,2009-10-30,1,21,$-36.51,-1.00R,-2.23%,STOP,BIG_LOSS
CVX,2009-10-30,2009-11-20,21,20,$25.80,+0.70R,+1.69%,"STOP_BE,TP1",SMALL_WIN
CVX,2010-01-15,2010-01-20,5,108,$-116.64,-1.04R,-1.36%,STOP,BIG_LOSS
CVX,2010-07-30,2010-08-12,13,28,$28.45,+0.77R,+1.33%,"STOP_BE,TP1",SMALL_WIN
CVX,2010-11-04,2010-11-09,5,67,$-111.70,-1.00R,-1.96%,STOP,BIG_LOSS
CVX,2011-11-01,2011-11-16,15,12,$20.24,+0.58R,+1.65%,"STOP_BE,TP1",SMALL_WIN
CVX,2011-12-14,2011-12-27,13,9,$43.10,+1.19R,+4.76%,"TP1,TP2",WIN
D,2006-08-28,2006-08-30,2,363,$-159.72,-1.07R,-2.20%,STOP,BIG_LOSS
D,2007-02-13,2007-02-22,9,41,$-37.21,-1.00R,-2.12%,STOP,BIG_LOSS
D,2007-02-26,2007-02-27,1,190,$-207.10,-1.39R,-2.53%,STOP,BIG_LOSS
D,2007-04-20,2007-05-10,20,91,$-77.35,-1.04R,-1.90%,STOP,BIG_LOSS
D,2007-06-28,2007-07-26,28,38,$-44.08,-1.18R,-2.73%,STOP,BIG_LOSS
D,2008-06-05,2008-06-06,1,146,$-211.70,-1.89R,-3.10%,STOP,BIG_LOSS
D,2009-06-19,2009-06-23,4,45,$2.47,+0.07R,+0.17%,"STOP_BE,TP1",SMALL_WIN
D,2010-07-27,2010-07-29,2,49,$-77.42,-2.10R,-3.65%,STOP,BIG_LOSS
D,2010-07-29,2010-08-25,27,44,$76.08,+2.05R,+4.15%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
D,2011-05-03,2011-06-02,30,184,$146.87,+1.31R,+1.71%,"STOP_BE,TP1",WIN
D,2011-07-27,2011-07-29,2,57,$-37.17,-1.00R,-1.33%,STOP,BIG_LOSS
DD,2006-02-22,2006-02-28,6,124,$-92.38,-0.62R,-1.82%,"STOP_BE,TP1",BIG_LOSS
DD,2006-03-15,2006-05-19,65,134,$114.91,+0.77R,+2.00%,"STOP_BE,TP1",SMALL_WIN
DD,2006-09-06,2006-09-08,2,194,$-60.14,-0.40R,-0.77%,"STOP_BE,TP1",SMALL_LOSS
DD,2006-10-09,2007-01-30,113,145,$391.56,+2.61R,+5.94%,"PHASE3_SMA50_BREAK,TP1,TP2",WIN
DD,2007-09-21,2007-10-11,20,112,$-112.48,-1.00R,-2.02%,STOP,BIG_LOSS
DD,2008-01-09,2008-01-11,2,30,$5.70,+0.16R,+0.42%,"STOP_BE,TP1",SMALL_WIN
DD,2008-01-23,2008-01-25,2,20,$-5.50,-0.15R,-0.61%,"STOP_BE,TP1",SMALL_LOSS
DD,2008-04-16,2008-04-22,6,33,$-36.77,-1.00R,-2.18%,STOP,BIG_LOSS
DD,2008-04-22,2008-04-28,6,31,$-36.89,-1.00R,-2.37%,STOP,BIG_LOSS
DD,2008-09-16,2008-09-17,1,26,$-37.03,-1.00R,-3.08%,STOP,BIG_LOSS
DD,2008-09-18,2008-09-23,5,22,$-19.80,-0.55R,-1.96%,"STOP_BE,TP1",BIG_LOSS
DD,2010-10-18,2010-10-19,1,126,$-142.38,-1.27R,-2.40%,STOP,BIG_LOSS
DD,2010-10-26,2010-11-12,17,37,$-36.66,-1.00R,-2.10%,STOP,BIG_LOSS
DE,2009-01-12,2009-01-14,2,14,$-19.88,-0.57R,-3.42%,"STOP_BE,TP1",BIG_LOSS
DGX,2007-09-24,2007-10-15,21,101,$-111.53,-1.00R,-1.95%,STOP,BIG_LOSS
DHR,2006-04-12,2006-04-28,16,179,$-164.68,-1.10R,-2.79%,STOP,BIG_LOSS
DHR,2009-09-03,2009-10-01,28,52,$60.56,+1.64R,+3.63%,"PHASE3_SMA20_BREAK,TP1,TP2",WIN
DHR,2009-12-09,2010-01-20,42,59,$81.15,+2.17R,+3.81%,"PHASE3_SMA20_BREAK_DEF,TP1,TP2",WIN
DHR,2010-02-17,2010-02-25,8,48,$-36.93,-1.00R,-2.04%,STOP,BIG_LOSS
DHR,2010-09-30,2010-10-04,4,49,$-43.61,-1.17R,-2.19%,STOP,BIG_LOSS
DIS,2006-05-05,2006-06-12,38,47,$26.53,+0.71R,+1.94%,"STOP_BE,TP1",SMALL_WIN
DIS,2006-09-12,2007-02-09,150,214,$459.27,+3.07R,+7.10%,"PHASE3_SMA50_BREAK,TP1,TP2",BIG_WIN
DIS,2007-09-18,2007-09-20,2,57,$-37.21,-1.00R,-1.89%,STOP,BIG_LOSS
DIS,2009-04-29,2009-05-13,14,46,$87.43,+2.38R,+9.05%,"PHASE3_EMA10_BREAK_DEF,TP1,TP2",WIN
DIS,2009-07-31,2009-08-05,5,47,$9.20,+0.25R,+0.78%,"STOP_BE,TP1",SMALL_WIN
DIS,2009-12-31,2010-01-05,5,74,$-37.48,-1.00R,-1.57%,STOP,BIG_LOSS
DIS,2011-11-18,2011-11-21,3,32,$-41.60,-1.14R,-3.65%,STOP,BIG_LOSS
DLR,2011-06-08,2011-06-10,2,38,$-36.78,-1.00R,-1.52%,STOP,BIG_LOSS
DLR,2011-06-10,2011-06-13,3,38,$-37.21,-1.00R,-1.57%,STOP,BIG_LOSS
DLTR,2010-05-20,2010-06-08,19,64,$-37.17,-1.00R,-2.82%,STOP,BIG_LOSS
